tx_hash,project,confidence,evidence
0x0d37cd47150b3d59e22b0536edfacea7ef196091377fd58c2cfb3dc8b8689272,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xbfccb7c1a52037c658953a784ac77b8daff2139604eaf9cf92046c4056be95a9,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xb9008825bbe269119246f24ca1f1cd49604f455dda9756dfdcdcecf1e054bedc,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x70a0ef25a5ffd0203edd6918b2b9a48627ddb94a855142d37c1b2cc893f8bc62,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x4a9d42c9ea34bce96718830035a29f182511fe335c3449eac547ad0f670c0794,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x11c9e78dff7edb62e7efc14ed783d9996143f3aff4919356e92ec395d1f2a326,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xba3cd02aa20d7940e917afc334a80d14a5caf1d5de647ae7f59b6cab8e346fbc,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x20289962241e1128ec3ec5b6637c3b84ef516c6b65dfe4562c8257bc80a45caa,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xec43eac3145ffe6a912e24b8d7de3ef0a574a4562d4668639af88c841d74efe7,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x7651f3858b7654a381ebfcf356883def958ab035d88c96669390ef8d75f20028,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x3a4c57dbd863f94ca80238042bb941ae4f697d7401ffd484bc69847b712dfdfd,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x64a41999f2bdc03dfd6a938e64848d0353a0f726c643072a7a8ec5048c7792b1,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x16004415f633ed14be776441ab4467ef9870f3d5c1e6ebe686e93a4bbd1e24c5,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xbbedfd3deab4d4878ba3a8763043d4252ef66559d8df22b3036068e71d96ed5e,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x7082442cfc1ecffcc4e6d08fcf716dfaf0ac552edb9d3d7b343310182b847664,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x72aca79f751d640d7a77beb035d156ffad0ce00db78fee79a6cf068d03a62f25,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xf847a15ee4235659cc487124f052ccea7907a92a2a8347f9b9c8eb134a419b73,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xe993ae5fa641a3d3143b390fd5b07be3bcb50a92cd39fb11f16d187cbc6bfe9e,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x18e6d60d7fa6f99ae8736519ebad83cd92848d6e867eb2da30e0547b8919c355,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x620f477de4c75354c760bdfacdf15d1023faf92260de3b7250c172813ab75cb9,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xdd68a92ac74566424718dfb4897d4c36ce65e61fd74624aa5e7e4f1d7550b697,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x68ff0138852da05d01769a6ba5d3de63a08870be1bf7f37ac9fad2cfd1ac9d16,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xadb13c9e1f446cadc2682be7889abdd836943c812c2e3ac40117f58d7e9bae17,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x1bf6a73f9abb1be89425115da2e7aa8f580e3412c4c95d9cebc3a6ab6839630a,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xbfa8b0c04db0f55492c96578e8b374d0442790f6699ab61d879c701cf83b0f80,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x0031fbb5e320056ce860a9a9f7c7d05faf0763d1869e2bbbadd98a04dd0ee01e,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x4c681ddf7b557aa059f97e174a1af72a8159951cee50a08e24c272c06f69226f,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x3cd9864bec5b13e7b949064eca89fce0204c81326be08a6af5a3f39afe8c9a01,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x37a4c5818855d7080a38eb4fd57a731620d47bf7d797d49f126585198ed01852,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x253e223687ec0721224d2915d1cd862eb6ec7a02db97493e4431d7759cc7fcc1,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x2fcf2bbc007647b10e5de24046c34b77589c833e3ed4dbb8fd6453fd73536222,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x03266658e5e0bd112d43fcfd6de8ab27864e1a7740f1dfb57056620686cce954,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x97a6bc4a6cefe56c42e4772266bdaaf7136fb99a070abcd854b78816c91707a0,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0x3a079be70386459768042cc91285d2134cd939a1ebc5bf41994a156837476575,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xb559ec2e05cae4d92335f527cd20dd224723870773bb5fe2483e885a27af1e5e,safuu,high,log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
0xbcacd18d47427690c1b0d01e00a7a51a27e6e5aacda16d5ff80fc9448ec9af61,safuu,high,to_address:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | to:SafuuGO: SGO Token | to_friendly_tag_final:SafuuGO: SGO Token | tx_to:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | log_addr:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SafuuGO: SGO Token | token_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | token_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_symbol:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO | contract_name:0x9321bc6185adc9b9cb503cc211e17cb311c3fa95:SGO
