tx_hash,datetime_utc,direction,matched_counterparty,value_bnb,usd_at_tx_time,usd_at_today_rate,from_addr,to_addr
0xd7c4fbd945dba51f1bfad54acd19918951bb037f421dc329ecc9c36dcdce901d,2022-10-05 9:31:13,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.03,19.48,19.76,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x4ed8e2b7670d7f50268f3640d56357c28b098f6a4db134868965057544e79a79,2022-10-04 21:26:49,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.038,24.68,25.03,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x5f43a3cc71ca8a92cb78a8c6f369035214f12d154419905ef4ffcc77a3c3f1a4,2022-10-03 23:04:51,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.081,52.61,53.36,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xf728c29ced41885b28216433f0a3a407df4005cdb4c1316795e1fff56a05ac78,2022-10-03 12:41:40,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.132,85.73,86.96,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x82d7a0f49594e918ca567edeec07f77b3dce482c4e226ee2ca2db7515ea6927b,2022-10-02 16:21:52,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.1,64.95,65.88,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xe13764dc574134c08af57dba26649565254e2992ab033f5f0481b22530e028d9,2022-10-02 2:04:59,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.76,493.59,500.70,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xaef40304c88563beb912d6627fdb59886c156210d5ca0aac0e4920bce95668a4,2022-10-01 15:31:11,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.01,6.49,6.59,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x4839ac26d2996b8de5cd6626b08a6b086e8a47e5159419ed5885edf7bbc2c342,2022-09-29 16:12:18,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.051,33.12,33.60,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xf00dbf7c1ef89e71e9da7854ed30848b1e93e2549839b5043976b97c741ce7cc,2022-09-28 21:26:52,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.68,441.63,447.99,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xbba47595e63002d298ad2ac5258d788b4e985672ad20ea8cbf1e49538a7c5d76,2022-09-28 8:55:41,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.04,25.98,26.35,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x68008de6d642dd0cc444564f312a50da3cd135781dd64f1ced6c235d2d2f4118,2022-09-27 22:03:46,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.05,32.47,32.94,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x2987b5e7794075ba236c5879c917c888a3d7921e2d1bb83ee687f7afd97e2ed5,2022-09-27 21:48:28,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.02,12.99,13.18,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x232a718de1b4e4799a042df8892b710e4265f741ea6f960cbb0bf028c24b12eb,2022-09-26 15:35:07,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.1,64.95,65.88,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x00a272c2a94fff16994431b823181fc20fce1f1b3ab4501e255749da2f7ab427,2022-09-07 0:42:02,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,5.75,3732.55,3788.16,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x02495f33782df0f738cbd3a03f8b1adcf5dfa39640ebe5672801f3bf692b3230,2022-09-06 0:56:52,you_to_set,0x87c1715176dfd3e3083c68287b339dd0606a56bf,0.001,0.65,0.66,0x128c33c16ee6d337154d0996220a791d89aa0442,0x87c1715176dfd3e3083c68287b339dd0606a56bf
0x7a2a8bd17d939552c484ef94f69a518e567b06392a75a9bb43f38f5892e78443,2022-09-06 0:34:40,you_to_set,0x8b206a405c11664189cec6673bf5a9b4e0eaf63e,0.003,1.95,1.98,0x128c33c16ee6d337154d0996220a791d89aa0442,0x8b206a405c11664189cec6673bf5a9b4e0eaf63e
0xde2747905f833b84d82f5c438e5f834fadae0f46879678833d3ac78bf6257fbd,2022-09-05 5:11:26,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.03,19.47,19.76,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x86c4ccc2ec82c4691745e1c943a592d7de25b81b948b6e08f78abee403983f6b,2022-09-05 5:08:53,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.075,48.71,49.41,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x300b3e4cdd0282012f9592e2a65888ce1ba1f2dbd66940a5b0eb4f314ad1b108,2022-09-04 2:21:58,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.174,113.01,114.63,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x7bda7f9e0a93d2d868daa50ddb4a62d71b2b3bc7433c450de640e3808fcca0b3,2022-09-04 2:17:46,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.27,175.35,177.88,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x5cb314f3a8465c12c90112d3a528b416bc393ef6e70fb2f75e3de0d7cb7820ba,2022-09-01 3:47:37,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.053,34.42,34.92,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x6e8981429a271da2cc756285f76b68d24614b8478cb122573eccca396bca66e6,2022-08-31 14:33:22,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.17,110.41,112.00,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x5c2a2ca037536fb4f87684161b2c819ba853277540019951729a99e598daa453,2022-08-30 20:34:12,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.275,178.60,181.17,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xfee58b79b0ef819c53df1bd67327054ab34dda602beabd6c073a49f0e00b0849,2022-08-30 1:55:24,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.236,153.27,155.48,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x51c41d066e88820e9efc0a4440b3d32faefaaa51542fe15552abd2b7aa1cc7a8,2022-08-29 20:53:12,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.013,8.44,8.56,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x812731f321dd1dbabb1836780eed70815236bcf497d205c92dc67b41e834f70c,2022-08-29 20:36:36,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.03,19.48,19.76,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xce8dbb3762b946bd10206bf8d82a530472461c0198be44a05f13babc6be9b4d2,2022-08-27 20:51:02,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.003,1.95,1.98,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x4ff204eb21b0e7b284086fc41188131278fee3fcb8ecff2deae5413195d9dff2,2022-08-27 7:52:39,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.085,55.20,56.00,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xee8286f921049a884a75f49be937fcb3da78cc989144a398304343981be0547f,2022-08-27 7:40:36,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.004,2.60,2.64,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0xb4899793c1b50c05b28280a10bb3150da03668448bc1cf62e97de5240fee4597,2022-08-20 14:50:16,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.015,9.74,9.88,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
0x7c5e0d0af7169af5e95351b6504295f39eca8cb4cc91bc425a4417050d2d2aba,2022-08-18 21:51:40,you_to_set,0xb6934215b856b03430fc8dc058bd1c668b6a3182,0.02,12.98,13.18,0x128c33c16ee6d337154d0996220a791d89aa0442,0xb6934215b856b03430fc8dc058bd1c668b6a3182
