category,rank,asin,bestseller_title,bestseller_url,captured_at,audit_reason,marketplace_listing_id,marketplace_category,marketplace_cpk,marketplace_cpk_identity_category,marketplace_title
ram,25,B0G193YHMB,Timetec Premium 8GB DDR4 2400MHz (PC4-2400T) PC4-19200 SODIMM Laptop RAM – 260-Pin 1.2V CL17 Non-ECC Unbuffered Memory Module,https://www.amazon.co.uk/Timetec-Premium-2400MHz-PC4-2400T-PC4-19200/dp/B0G193YHMB/ref=zg_bs_g_430511031_d_sccl_25/522-4755054-8671242,2026-09-25 11:30:43.726303,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,25,B0G193YHMB,Timetec Premium 8GB DDR4 2400MHz (PC4-2400T) PC4-19200 SODIMM Laptop RAM – 260-Pin 1.2V CL17 Non-ECC Unbuffered Memory Module,https://www.amazon.co.uk/Timetec-Premium-2400MHz-PC4-2400T-PC4-19200/dp/B0G193YHMB/ref=zg_bs_g_430511031_d_sccl_25/525-2893768-2677554,2026-09-25 12:54:12.984462,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,27,B08F7M219D,Rasalas DDR3 16GB Kit (2x8GB) DDR3 1600MHz PC3L-12800S Non ECC Unbuffered 1.35V CL11 2Rx8 Dual Rank SODIMM Laptop Memory Ram,https://www.amazon.co.uk/Rasalas-1600MHz-PC3L-12800S-Unbuffered-SODIMM/dp/B08F7M219D/ref=zg_bs_g_430511031_d_sccl_27/522-4755054-8671242,2026-09-25 11:30:43.726305,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,27,B08F7M219D,Rasalas DDR3 16GB Kit (2x8GB) DDR3 1600MHz PC3L-12800S Non ECC Unbuffered 1.35V CL11 2Rx8 Dual Rank SODIMM Laptop Memory Ram,https://www.amazon.co.uk/Rasalas-1600MHz-PC3L-12800S-Unbuffered-SODIMM/dp/B08F7M219D/ref=zg_bs_g_430511031_d_sccl_27/525-2893768-2677554,2026-09-25 12:54:12.984464,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,28,B0CK88P7VF,"CORSAIR VENGEANCE DDR5 SODIMM 32GB (2x16GB) DDR5 Up to 5600MHz C48 (Compatible with Nearly Any Intel and AMD System, Easy Ins",https://www.amazon.co.uk/CORSAIR-VENGEANCE-Compatible-Installation-Compatibility/dp/B0CK88P7VF/ref=zg_bs_g_430511031_d_sccl_28/522-4755054-8671242,2026-09-25 11:30:43.726307,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,28,B0CK88P7VF,"CORSAIR VENGEANCE DDR5 SODIMM 32GB (2x16GB) DDR5 Up to 5600MHz C48 (Compatible with Nearly Any Intel and AMD System, Easy Ins",https://www.amazon.co.uk/CORSAIR-VENGEANCE-Compatible-Installation-Compatibility/dp/B0CK88P7VF/ref=zg_bs_g_430511031_d_sccl_28/525-2893768-2677554,2026-09-25 12:54:12.984464,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,30,B0GGNTRNGZ,"Lexar SODIMM 24GB DDR5 RAM 5600 MHz CL46, 262-Pin DDR5 SODIMM Laptop RAM, High-Performance Gaming DRAM SO-DIMM for Laptop Mem",https://www.amazon.co.uk/Lexar-262-Pin-High-Performance-SO-DIMM-CL46-45-45-90/dp/B0GGNTRNGZ/ref=zg_bs_g_430511031_d_sccl_30/522-4755054-8671242,2026-09-25 11:30:43.726309,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,30,B0GGNTRNGZ,"Lexar SODIMM 24GB DDR5 RAM 5600 MHz CL46, 262-Pin DDR5 SODIMM Laptop RAM, High-Performance Gaming DRAM SO-DIMM for Laptop Mem",https://www.amazon.co.uk/Lexar-262-Pin-High-Performance-SO-DIMM-CL46-45-45-90/dp/B0GGNTRNGZ/ref=zg_bs_g_430511031_d_sccl_30/525-2893768-2677554,2026-09-25 12:54:12.984483,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,31,B0G12QXD5H,Timetec Premium 16GB DDR4 3200MHz (PC4-3200AA) PC4-25600 SODIMM Laptop RAM – 260-Pin 1.2V CL22 Non-ECC Unbuffered Memory Modu,https://www.amazon.co.uk/Timetec-Premium-3200MHz-PC4-3200AA-PC4-25600/dp/B0G12QXD5H/ref=zg_bs_g_430511031_d_sccl_31/522-4755054-8671242,2026-09-25 11:30:43.726310,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,31,B0G12QXD5H,Timetec Premium 16GB DDR4 3200MHz (PC4-3200AA) PC4-25600 SODIMM Laptop RAM – 260-Pin 1.2V CL22 Non-ECC Unbuffered Memory Modu,https://www.amazon.co.uk/Timetec-Premium-3200MHz-PC4-3200AA-PC4-25600/dp/B0G12QXD5H/ref=zg_bs_g_430511031_d_sccl_31/525-2893768-2677554,2026-09-25 12:54:12.984488,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,33,B082NQ4144,16GB Kit (2X8GB) DDR3 12800 1600 PC3L-12800U 8GB DDR3L Dimm 2Rx8 1.35V/1.5V CL11 Desktop RAM Memory for Desktop Computer,https://www.amazon.co.uk/ROYEMAI-PC3L-12800U-Notebook-Desktop-Computer/dp/B082NQ4144/ref=zg_bs_g_430511031_d_sccl_33/522-4755054-8671242,2026-09-25 11:30:43.726312,"Exact Amazon listing exists, but it has no durable CPK assignment",B082NQ4144,ram,,,16GB Kit (2X8GB) DDR3 12800 1600 PC3L-12800U 8GB DDR3L Dimm 2Rx8 1.35V/1.5V CL11 Desktop RAM Memory for Desktop Computer
ram,33,B082NQ4144,16GB Kit (2X8GB) DDR3 12800 1600 PC3L-12800U 8GB DDR3L Dimm 2Rx8 1.35V/1.5V CL11 Desktop RAM Memory for Desktop Computer,https://www.amazon.co.uk/ROYEMAI-PC3L-12800U-Notebook-Desktop-Computer/dp/B082NQ4144/ref=zg_bs_g_430511031_d_sccl_33/525-2893768-2677554,2026-09-25 12:54:12.984491,"Exact Amazon listing exists, but it has no durable CPK assignment",B082NQ4144,ram,,,16GB Kit (2X8GB) DDR3 12800 1600 PC3L-12800U 8GB DDR3L Dimm 2Rx8 1.35V/1.5V CL11 Desktop RAM Memory for Desktop Computer
ram,35,B08C511GQH,"Crucial DDR4 RAM 16GB 3200MHz SODIMM CL22, Laptop Computer Memory, Mini PC (or 2933MHz, 2666MHz) - CT16G4SFRA32A",https://www.amazon.co.uk/Crucial-3200MHz-Computer-2933MHz-2666MHz/dp/B08C511GQH/ref=zg_bs_g_430511031_d_sccl_35/522-4755054-8671242,2026-09-25 11:30:43.726315,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,35,B08C511GQH,"Crucial DDR4 RAM 16GB 3200MHz SODIMM CL22, Laptop Computer Memory, Mini PC (or 2933MHz, 2666MHz) - CT16G4SFRA32A",https://www.amazon.co.uk/Crucial-3200MHz-Computer-2933MHz-2666MHz/dp/B08C511GQH/ref=zg_bs_g_430511031_d_sccl_35/525-2893768-2677554,2026-09-25 12:54:12.984492,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,37,B08J3NGCMH,Motoeagle DDR3L-1600 SODIMM 16GB Kit (2x8GB) PC3L-12800S 8GB 2Rx8 PC3 12800S DDR3 1600MHz RAM 1.35V/1.5V CL11 204-Pin Non-ECC,https://www.amazon.co.uk/motoeagle-DDR3L-1600-PC3L-12800S-1600MHz-Unbuffered/dp/B08J3NGCMH/ref=zg_bs_g_430511031_d_sccl_37/522-4755054-8671242,2026-09-25 11:30:43.726317,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,37,B08J3NGCMH,Motoeagle DDR3L-1600 SODIMM 16GB Kit (2x8GB) PC3L-12800S 8GB 2Rx8 PC3 12800S DDR3 1600MHz RAM 1.35V/1.5V CL11 204-Pin Non-ECC,https://www.amazon.co.uk/motoeagle-DDR3L-1600-PC3L-12800S-1600MHz-Unbuffered/dp/B08J3NGCMH/ref=zg_bs_g_430511031_d_sccl_37/525-2893768-2677554,2026-09-25 12:54:12.984494,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,41,B09477S96W,"【DDR4 RAM Laptop Only】GIGASTONE 32GB Kit (2x16GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400, 21300) CL22 1.2V SO",https://www.amazon.co.uk/RAM%E3%80%91Gigastone-DDR4-3200MHz-PC4-25600-Unbuffered-Notebook-3200MHz-16GB-2-Pack/dp/B09477S96W/ref=zg_bs_g_430511031_d_sccl_41/522-4755054-8671242,2026-09-25 11:30:43.726322,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,41,B09477S96W,"【DDR4 RAM Laptop Only】GIGASTONE 32GB Kit (2x16GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400, 21300) CL22 1.2V SO",https://www.amazon.co.uk/RAM%E3%80%91Gigastone-DDR4-3200MHz-PC4-25600-Unbuffered-Notebook-3200MHz-16GB-2-Pack/dp/B09477S96W/ref=zg_bs_g_430511031_d_sccl_41/525-2893768-2677554,2026-09-25 12:54:12.984497,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,47,B0GMH392P4,"Lexar SODIMM 24GB DDR5 RAM 5600 MHz, 262-Pin DDR5 SODIMM Laptop RAM, High-Performance Gaming DRAM SO-DIMM for Laptop Memory/A",https://www.amazon.co.uk/Lexar-262-Pin-High-Performance-SO-DIMM-CL46-45-45-90/dp/B0GMH392P4/ref=zg_bs_g_430511031_d_sccl_47/525-2893768-2677554,2026-09-25 12:54:12.984502,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,52,B07KZDGNW3,Timetec 8GB DDR4 2666MHz (PC4-2666V) PC4-21300 SODIMM Laptop RAM – 260-Pin 1.2V CL19 Non-ECC Unbuffered Memory Module for Lap,https://www.amazon.co.uk/Timetec-PC4-21300-Unbuffered-Notebook-Computer/dp/B07KZDGNW3/ref=zg_bs_g_430511031_d_sccl_2/522-4755054-8671242,2026-09-25 11:30:43.726330,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,52,B07KZDGNW3,Timetec 8GB DDR4 2666MHz (PC4-2666V) PC4-21300 SODIMM Laptop RAM – 260-Pin 1.2V CL19 Non-ECC Unbuffered Memory Module for Lap,https://www.amazon.co.uk/Timetec-PC4-21300-Unbuffered-Notebook-Computer/dp/B07KZDGNW3/ref=zg_bs_g_430511031_d_sccl_2/525-2893768-2677554,2026-09-25 12:54:12.984506,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,55,B08GSTF5NJ,CORSAIR VENGEANCE SODIMM DDR4 RAM 32GB (2x16GB) Up to 3200MHz CL22-22-22-53 1.2V Intel AMD Laptop Notebook Memory - Black (CM,https://www.amazon.co.uk/CORSAIR-VENGEANCE-3200MHz-CL22-22-22-53-Notebook/dp/B08GSTF5NJ/ref=zg_bs_g_430511031_d_sccl_5/522-4755054-8671242,2026-09-25 11:30:43.726333,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,55,B08GSTF5NJ,CORSAIR VENGEANCE SODIMM DDR4 RAM 32GB (2x16GB) Up to 3200MHz CL22-22-22-53 1.2V Intel AMD Laptop Notebook Memory - Black (CM,https://www.amazon.co.uk/CORSAIR-VENGEANCE-3200MHz-CL22-22-22-53-Notebook/dp/B08GSTF5NJ/ref=zg_bs_g_430511031_d_sccl_5/525-2893768-2677554,2026-09-25 12:54:12.984508,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,57,B07ZLC7VNH,"Crucial DDR4 RAM 32GB 3200MHz SODIMM CL22, Laptop Computer Memory, Mini PC (or 2933MHz, 2666MHz) - CT32G4SFD832A",https://www.amazon.co.uk/Crucial-3200MHz-Computer-Performance-2933MHz/dp/B07ZLC7VNH/ref=zg_bs_g_430511031_d_sccl_7/522-4755054-8671242,2026-09-25 11:30:43.726336,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,57,B07ZLC7VNH,"Crucial DDR4 RAM 32GB 3200MHz SODIMM CL22, Laptop Computer Memory, Mini PC (or 2933MHz, 2666MHz) - CT32G4SFD832A",https://www.amazon.co.uk/Crucial-3200MHz-Computer-Performance-2933MHz/dp/B07ZLC7VNH/ref=zg_bs_g_430511031_d_sccl_7/525-2893768-2677554,2026-09-25 12:54:12.984510,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,58,B071KP8CGJ,Crucial RAM CT16G4SFD8266 16GB DDR4 2666MHz Laptop Memory,https://www.amazon.co.uk/Crucial-CT16G4SFD8266-PC4-21300-SODIMM-260-Pin/dp/B071KP8CGJ/ref=zg_bs_g_430511031_d_sccl_8/522-4755054-8671242,2026-09-25 11:30:43.726337,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,58,B071KP8CGJ,Crucial RAM CT16G4SFD8266 16GB DDR4 2666MHz Laptop Memory,https://www.amazon.co.uk/Crucial-CT16G4SFD8266-PC4-21300-SODIMM-260-Pin/dp/B071KP8CGJ/ref=zg_bs_g_430511031_d_sccl_8/525-2893768-2677554,2026-09-25 12:54:12.984511,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,59,B00453R90W,Patriot 16GB(2x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory With Black Mamba Heatsink - PV316G186C0K,https://www.amazon.co.uk/Patriot-PV316G186C0K-1866MHz-Channel-Memory/dp/B00453R90W/ref=zg_bs_g_430511031_d_sccl_9/522-4755054-8671242,2026-09-25 11:30:43.726338,"Exact Amazon listing exists, but it has no durable CPK assignment",B00453R90W,,,,Patriot 16GB(2x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory With Black Mamba Heatsink - PV316G186C0K
ram,59,B00453R90W,Patriot 16GB(2x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory With Black Mamba Heatsink - PV316G186C0K,https://www.amazon.co.uk/Patriot-PV316G186C0K-1866MHz-Channel-Memory/dp/B00453R90W/ref=zg_bs_g_430511031_d_sccl_9/525-2893768-2677554,2026-09-25 12:54:12.984511,"Exact Amazon listing exists, but it has no durable CPK assignment",B00453R90W,,,,Patriot 16GB(2x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory With Black Mamba Heatsink - PV316G186C0K
ram,60,B097QJ25NY,Kingston FURY Impact 32 GB (2 x 16 GB) 3200MHz DDR4 CL20 Laptop Memory Kit of 2 KF432S20IBK2/32,https://www.amazon.co.uk/Kingston-Impact-32-3200MHz-KF432S20IBK2/dp/B097QJ25NY/ref=zg_bs_g_430511031_d_sccl_10/522-4755054-8671242,2026-09-25 11:30:43.726340,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,60,B097QJ25NY,Kingston FURY Impact 32 GB (2 x 16 GB) 3200MHz DDR4 CL20 Laptop Memory Kit of 2 KF432S20IBK2/32,https://www.amazon.co.uk/Kingston-Impact-32-3200MHz-KF432S20IBK2/dp/B097QJ25NY/ref=zg_bs_g_430511031_d_sccl_10/525-2893768-2677554,2026-09-25 12:54:12.984512,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,64,B0GVFBCJ1N,Nexarelle 2Pcs DIMM Desktop DDR3/DDR4/DDR5 Memory RAM Module Package Tray with Cover - Plastic Clamshell Antistatic Tray Tran,https://www.amazon.co.uk/Nexarelle-Desktop-Memory-Module-Package/dp/B0GVFBCJ1N/ref=zg_bs_g_430511031_d_sccl_14/522-4755054-8671242,2026-09-25 11:30:43.726344,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,64,B0GVFBCJ1N,Nexarelle 2Pcs DIMM Desktop DDR3/DDR4/DDR5 Memory RAM Module Package Tray with Cover - Plastic Clamshell Antistatic Tray Tran,https://www.amazon.co.uk/Nexarelle-Desktop-Memory-Module-Package/dp/B0GVFBCJ1N/ref=zg_bs_g_430511031_d_sccl_14/525-2893768-2677554,2026-09-25 12:54:12.984515,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,66,B0D5QCW37D,【DDR4 RAM Laptop Only】GIGASTONE 16GB Kit (2x8GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400/21300) CL22 1.2V SODI,https://www.amazon.co.uk/RAM%E3%80%91GIGASTONE-PC4-25600-PC4-23400-Unbuffered-Performance-DDR4-3200MHz/dp/B0D5QCW37D/ref=zg_bs_g_430511031_d_sccl_16/522-4755054-8671242,2026-09-25 11:30:43.726347,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,66,B0D5QCW37D,【DDR4 RAM Laptop Only】GIGASTONE 16GB Kit (2x8GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400/21300) CL22 1.2V SODI,https://www.amazon.co.uk/RAM%E3%80%91GIGASTONE-PC4-25600-PC4-23400-Unbuffered-Performance-DDR4-3200MHz/dp/B0D5QCW37D/ref=zg_bs_g_430511031_d_sccl_16/525-2893768-2677554,2026-09-25 12:54:12.984517,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,68,B0GXG25Q2D,8GB DDR4 2666MHz DIGIERA DU260 UDIMM Desktop RAM–288-Pin 1.2V CL19 Non-ECC Memory Module,https://www.amazon.co.uk/2666MHz-DIGIERA-Desktop-RAM-288-Pin-Non-ECC/dp/B0GXG25Q2D/ref=zg_bs_g_430511031_d_sccl_18/522-4755054-8671242,2026-09-25 11:30:43.726349,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,68,B0GXG25Q2D,8GB DDR4 2666MHz DIGIERA DU260 UDIMM Desktop RAM–288-Pin 1.2V CL19 Non-ECC Memory Module,https://www.amazon.co.uk/2666MHz-DIGIERA-Desktop-RAM-288-Pin-Non-ECC/dp/B0GXG25Q2D/ref=zg_bs_g_430511031_d_sccl_18/525-2893768-2677554,2026-09-25 12:54:12.984518,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,70,B07433WQYS,Timetec Hynix IC Apple 32GB Kit (4x8GB) DDR3L 1866MHz PC3-14900 SODIMM Memory Upgrade For selected Apple devices (32GB Kit (4,https://www.amazon.co.uk/Timetec-1866MHz-PC3-14900-Upgrade-selected/dp/B07433WQYS/ref=zg_bs_g_430511031_d_sccl_20/522-4755054-8671242,2026-09-25 11:30:43.726351,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,70,B07433WQYS,Timetec Hynix IC Apple 32GB Kit (4x8GB) DDR3L 1866MHz PC3-14900 SODIMM Memory Upgrade For selected Apple devices (32GB Kit (4,https://www.amazon.co.uk/Timetec-1866MHz-PC3-14900-Upgrade-selected/dp/B07433WQYS/ref=zg_bs_g_430511031_d_sccl_20/525-2893768-2677554,2026-09-25 12:54:12.984520,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,72,B01N7WA5XB,"Timetec 16GB KIT(2x8GB) Compatible for Apple DDR3 1333MHz PC3-10600 CL9 for Mac Book Pro (Early/Late 2011 13/15/17 inch), iMa",https://www.amazon.co.uk/Timetec-compatible-1333MHz-PC3-10600-selected/dp/B01N7WA5XB/ref=zg_bs_g_430511031_d_sccl_22/522-4755054-8671242,2026-09-25 11:30:43.726354,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,72,B01N7WA5XB,"Timetec 16GB KIT(2x8GB) Compatible for Apple DDR3 1333MHz PC3-10600 CL9 for Mac Book Pro (Early/Late 2011 13/15/17 inch), iMa",https://www.amazon.co.uk/Timetec-compatible-1333MHz-PC3-10600-selected/dp/B01N7WA5XB/ref=zg_bs_g_430511031_d_sccl_22/525-2893768-2677554,2026-09-25 12:54:12.984521,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,73,B08B5TY58R,"Rasalas 8GB Kit (2X4GB) PC3-10600 DDR3 1333mhz Sodimm RAM for AMD Intel Laptop, MacBook Pro 13/15/17 inch Early Late 2011, iM",https://www.amazon.co.uk/Rasalas-PC3-10600-1333mhz-Sodimm-MacBook/dp/B08B5TY58R/ref=zg_bs_g_430511031_d_sccl_23/522-4755054-8671242,2026-09-25 11:30:43.726355,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,73,B08B5TY58R,"Rasalas 8GB Kit (2X4GB) PC3-10600 DDR3 1333mhz Sodimm RAM for AMD Intel Laptop, MacBook Pro 13/15/17 inch Early Late 2011, iM",https://www.amazon.co.uk/Rasalas-PC3-10600-1333mhz-Sodimm-MacBook/dp/B08B5TY58R/ref=zg_bs_g_430511031_d_sccl_23/525-2893768-2677554,2026-09-25 12:54:12.984522,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,74,B0G6X8HZ6P,SEAFRONT 4 in 1 RAM Memory Tester Card Diagnostic Analyzer for DDR3 DDR4 DDR5 UDIMM RDIMM Desktop Computer Server Memory Test,https://www.amazon.co.uk/SEAFRONT-Diagnostic-Analyzer-Computer-Indicators/dp/B0G6X8HZ6P/ref=zg_bs_g_430511031_d_sccl_24/522-4755054-8671242,2026-09-25 11:30:43.726356,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,74,B0G6X8HZ6P,SEAFRONT 4 in 1 RAM Memory Tester Card Diagnostic Analyzer for DDR3 DDR4 DDR5 UDIMM RDIMM Desktop Computer Server Memory Test,https://www.amazon.co.uk/SEAFRONT-Diagnostic-Analyzer-Computer-Indicators/dp/B0G6X8HZ6P/ref=zg_bs_g_430511031_d_sccl_24/525-2893768-2677554,2026-09-25 12:54:12.984523,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,76,B01NAXC8AQ,Timetec 16GB KIT(2x8GB) DDR3 / DDR3L 1333MHz PC3-10600 Non-ECC Unbuffered 1.5V / 1.35V CL9 2Rx8 Dual Rank 240 Pin UDIMM PC De,https://www.amazon.co.uk/Timetec-PC3-10600-1333MHz-Unbuffered-Computer/dp/B01NAXC8AQ/ref=zg_bs_g_430511031_d_sccl_26/522-4755054-8671242,2026-09-25 11:30:43.726358,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,76,B01NAXC8AQ,Timetec 16GB KIT(2x8GB) DDR3 / DDR3L 1333MHz PC3-10600 Non-ECC Unbuffered 1.5V / 1.35V CL9 2Rx8 Dual Rank 240 Pin UDIMM PC De,https://www.amazon.co.uk/Timetec-PC3-10600-1333MHz-Unbuffered-Computer/dp/B01NAXC8AQ/ref=zg_bs_g_430511031_d_sccl_26/525-2893768-2677554,2026-09-25 12:54:12.984524,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,77,B07431W7V3,"Timetec 16GB KIT(2x8GB) Compatible for Apple DDR3L 1600MHz for Early/Mid/Late Mac Book Pro(2011-2012), iMac(2011-2015), Mac M",https://www.amazon.co.uk/Timetec-16GB-Kit-2x8GB-Pro13-inch/dp/B07431W7V3/ref=zg_bs_g_430511031_d_sccl_27/522-4755054-8671242,2026-09-25 11:30:43.726360,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,77,B07431W7V3,"Timetec 16GB KIT(2x8GB) Compatible for Apple DDR3L 1600MHz for Early/Mid/Late Mac Book Pro(2011-2012), iMac(2011-2015), Mac M",https://www.amazon.co.uk/Timetec-16GB-Kit-2x8GB-Pro13-inch/dp/B07431W7V3/ref=zg_bs_g_430511031_d_sccl_27/525-2893768-2677554,2026-09-25 12:54:12.984525,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,78,B0BXB88KNK,Kingston Branded Memory 16GB DDR5 5600MT/s SODIMM KCP556SS8-16 Notebook Memory,https://www.amazon.co.uk/Kingston-Branded-Memory-KCP556SS8-16-Notebook/dp/B0BXB88KNK/ref=zg_bs_g_430511031_d_sccl_28/522-4755054-8671242,2026-09-25 11:30:43.726361,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,78,B0BXB88KNK,Kingston Branded Memory 16GB DDR5 5600MT/s SODIMM KCP556SS8-16 Notebook Memory,https://www.amazon.co.uk/Kingston-Branded-Memory-KCP556SS8-16-Notebook/dp/B0BXB88KNK/ref=zg_bs_g_430511031_d_sccl_28/525-2893768-2677554,2026-09-25 12:54:12.984526,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,79,B0FDWYZ2WN,CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) Up to 6000MHz CL30-36-36-76 1.40V AMD EXPO Intel XMP 3.0 Desktop Computer Memory – G,https://www.amazon.co.uk/CORSAIR-VENGEANCE-6000MHz-CL30-36-36-76-Computer/dp/B0FDWYZ2WN/ref=zg_bs_g_430511031_d_sccl_29/522-4755054-8671242,2026-09-25 11:30:43.726362,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,79,B0FDWYZ2WN,CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) Up to 6000MHz CL30-36-36-76 1.40V AMD EXPO Intel XMP 3.0 Desktop Computer Memory – G,https://www.amazon.co.uk/CORSAIR-VENGEANCE-6000MHz-CL30-36-36-76-Computer/dp/B0FDWYZ2WN/ref=zg_bs_g_430511031_d_sccl_29/525-2893768-2677554,2026-09-25 12:54:12.984527,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,85,B0DWK3XRTJ,"Biwin DDR5 RAM 16GB Up to 5600MHz, SODIMM 262-pin CL46, Laptop Computer Memory, Mini PC, 1.1V / Independent PMIC/On-die ECC,",https://www.amazon.co.uk/5600MHz-262-pin-Computer-Independent-Performance/dp/B0DWK3XRTJ/ref=zg_bs_g_430511031_d_sccl_85/522-4755054-8671242,2026-09-25 11:30:43.726369,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,85,B0DWK3XRTJ,"Biwin DDR5 RAM 16GB Up to 5600MHz, SODIMM 262-pin CL46, Laptop Computer Memory, Mini PC, 1.1V / Independent PMIC/On-die ECC,",https://www.amazon.co.uk/5600MHz-262-pin-Computer-Independent-Performance/dp/B0DWK3XRTJ/ref=zg_bs_g_430511031_d_sccl_85/525-2893768-2677554,2026-09-25 12:54:12.984532,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,86,B076Q59DNN,Kingston 4GB 2400MHz DDR4 Non-ECC SO-DIMM Laptop Memory,https://www.amazon.co.uk/Kingston-KVR24S17S6-2400MHz-Non-ECC-SODIMM/dp/B076Q59DNN/ref=zg_bs_g_430511031_d_sccl_86/522-4755054-8671242,2026-09-25 11:30:43.726370,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,86,B076Q59DNN,Kingston 4GB 2400MHz DDR4 Non-ECC SO-DIMM Laptop Memory,https://www.amazon.co.uk/Kingston-KVR24S17S6-2400MHz-Non-ECC-SODIMM/dp/B076Q59DNN/ref=zg_bs_g_430511031_d_sccl_86/525-2893768-2677554,2026-09-25 12:54:12.984532,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,87,B09GVT1GTQ,"SJZBIN 10Pcs DDR Memory RAM Module Case Plastic Box Packaging Container Clamshell Antistatic Tray for DDR2, DDR3 and DDR4 Lon",https://www.amazon.co.uk/SJZBIN-Packaging-Container-Clamshell-Antistatic/dp/B09GVT1GTQ/ref=zg_bs_g_430511031_d_sccl_87/522-4755054-8671242,2026-09-25 11:30:43.726371,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,87,B09GVT1GTQ,"SJZBIN 10Pcs DDR Memory RAM Module Case Plastic Box Packaging Container Clamshell Antistatic Tray for DDR2, DDR3 and DDR4 Lon",https://www.amazon.co.uk/SJZBIN-Packaging-Container-Clamshell-Antistatic/dp/B09GVT1GTQ/ref=zg_bs_g_430511031_d_sccl_87/525-2893768-2677554,2026-09-25 12:54:12.984533,No exact ASIN listing found in current Amazon marketplace scores,,,,,
ram,90,B08F4JMP1L,Kingston Branded Memory 8GB DDR4 3200MT/s SODIMM KCP432SS8/8 Notebook Memory,https://www.amazon.co.uk/Kingston-Branded-Memory-KCP432SS8-Notebook/dp/B08F4JMP1L/ref=zg_bs_g_430511031_d_sccl_90/522-4755054-8671242,2026-09-25 11:30:43.726375,No exact ASIN listing found in current Amazon marketplace scores,,,,,
