category,rank,asin,title,cpk,price,rrp,rating,review_count,sales_velocity,url,captured_at
cooler,76,B0BRQ3DDHW,"Thermalright AXP90-X53 White Low Profile ITX CPU Air Cooler, 53mm Height ITX Cooler with TL-9015W Slin PWM Fan, 2700RPM Speed",,18.9,,4.6,13,,https://www.amazon.co.uk/Thermalright-AXP90-X53-Profile-TL-9015W-Technology/dp/B0BRQ3DDHW/ref=zg_bs_g_430499031_d_sccl_26/522-1500010-1872250,2026-09-25T16:01:47.712379
cooler,77,B0CYQ9B9PY,"Nivithi 2Pcs Black 120mm Fan Grill Metal Finger Guard | Iron 120mm Fan Grill for PC Chassis,The Protector Secures Cables From",,3.99,,4.6,61,,https://www.amazon.co.uk/Nivithi-Filter-Cooling-Finger-Computer/dp/B0CYQ9B9PY/ref=zg_bs_g_430499031_d_sccl_27/522-1500010-1872250,2026-09-25T16:01:47.712380
cooler,78,B0DLWBHM8C,NZXT F420 RGB Core - 420mm Single-Frame RGB Fan Unit - Black | 420mm single-frame unit with three 140mm RGB fans on one cable,,44.99,,4.6,1710,,https://www.amazon.co.uk/NZXT-F420-RGB-Core-Single-Frame/dp/B0DLWBHM8C/ref=zg_bs_g_430499031_d_sccl_28/522-1500010-1872250,2026-09-25T16:01:47.712382
cooler,79,B0D9QKK8YY,"Thermalright TL-C12C-S X5 CPU Fan,Black Cooling Fan, PC Fan with 1550RPM Speed, 120mm Computer Case Cooler Fan,PWM Control Fa",,17.29,,4.5,74,,https://www.amazon.co.uk/Thermalright-TL-C12C-S-X5-Cooling-Computer/dp/B0D9QKK8YY/ref=zg_bs_g_430499031_d_sccl_29/522-1500010-1872250,2026-09-25T16:01:47.712383
cooler,80,B07DXRNYNX,"Noctua NF-A4x10 PWM, High-Performance Quiet Fan 40mm | High Airflow Low Noise 10mm Slim Fan, for PC and Electronics Cooling,",,13.95,,4.8,1954,,https://www.amazon.co.uk/Noctua-NF-A4x10-PWM-4-Pin-Premium/dp/B07DXRNYNX/ref=zg_bs_g_430499031_d_sccl_30/522-1500010-1872250,2026-09-25T16:01:47.712384
cooler,81,B0BHSS55RM,"MoKo 400x300mm DIY PC Case Dust Mesh Fan Filter, 1mm Hole, 2 PCS, Black | DIY Cut-to-size Design, Magnetic Frame, PVC mesh, D",,12.99,,4.7,1928,,https://www.amazon.co.uk/MoKo-400x300mm-Dustproof-Magnetic-Computer/dp/B0BHSS55RM/ref=zg_bs_g_430499031_d_sccl_81/522-1500010-1872250,2026-09-25T16:01:47.712385
cooler,82,B07LDK4F5R,"ARCTIC MX-4 (45 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal condu",,19.49,,4.8,1374,,https://www.amazon.co.uk/ARCTIC-MX-4-2019-Performance-Durability/dp/B07LDK4F5R/ref=zg_bs_g_430499031_d_sccl_82/522-1500010-1872250,2026-09-25T16:01:47.712386
cooler,83,B07125KWG1,"Noctua NF-A4x20 PWM, High-Performance Quiet Fan 40mm | High Airflow Low Noise 20mm Thick Fan, for PC and Electronics Cooling,",,13.95,,4.8,1659,,https://www.amazon.co.uk/Noctua-NF-A4x20-PWM-Premium-40x20mm/dp/B07125KWG1/ref=zg_bs_g_430499031_d_sccl_83/522-1500010-1872250,2026-09-25T16:01:47.712388
cooler,84,B0BQSKXZ4Y,NZXT F140 RGB Duo Twin Pack - 2x 140mm RGB Fans + Hub - White | Two 140mm dual-sided RGB fans with controller. 20 addressable,,25.9,,4.5,29,,https://www.amazon.co.uk/NZXT-F140-RGB-Twin-Pack/dp/B0BQSKXZ4Y/ref=zg_bs_g_430499031_d_sccl_84/522-1500010-1872250,2026-09-25T16:01:47.712389
cooler,85,B0DLWFBHSL,"ARCTIC Liquid Freezer III Pro 240 - AIO CPU Cooler, 2 x 120 mm Water Cooling, 38 mm Radiator, PWM Pump, VRM Fan, AMD AM5/AM4,",,56.49,,4.3,837,,https://www.amazon.co.uk/ARCTIC-Liquid-Freezer-III-Pro/dp/B0DLWFBHSL/ref=zg_bs_g_430499031_d_sccl_85/522-1500010-1872250,2026-09-25T16:01:47.712390
cooler,86,B0DYDPQR6G,"TR-Assassin Spirit 120 EVO CPU Cooler Air With 4×6mm HeatPipes, TL-S12-S PWM Fan Heatsink CPU Cooler,156mm High, For AMD:AM4",,18.99,,4.4,16,,https://www.amazon.co.uk/TR-Assassin-Spirit-HeatPipes-TL-S12-S-Heatsink/dp/B0DYDPQR6G/ref=zg_bs_g_430499031_d_sccl_86/522-1500010-1872250,2026-09-25T16:01:47.712391
cooler,87,B0DN4QKMSV,"NZXT Kraken Elite 420 RGB - 420mm AIO CPU Cooler, LCD - Black | Flagship 420mm RGB AIO with 2.36-inch LCD and F420 RGB Core f",,239.99,,4.4,1140,,https://www.amazon.co.uk/NZXT-Kraken-Elite-420-2025/dp/B0DN4QKMSV/ref=zg_bs_g_430499031_d_sccl_87/522-1500010-1872250,2026-09-25T16:01:47.712392
cooler,88,B08VN345D4,"ARCTIC MX-4 (incl. Spatula, 8 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high",,6.69,,4.7,11365,,https://www.amazon.co.uk/ARCTIC-MX-4-incl-Spatula-Grams/dp/B08VN345D4/ref=zg_bs_g_430499031_d_sccl_88/522-1500010-1872250,2026-09-25T16:01:47.712394
cooler,89,B0B8Z283NZ,"Thermalright Assassin X 120R SE CPU Air Cooler,TL-C12C PWM Quiet Fan CPU Cooler with S-FDB Bearing, for AM4/AM5,Intel lga1851",a63b91311cbaf8bd,15.19,,4.6,117,,https://www.amazon.co.uk/Thermalright-Assassin-Cooler-TL-C12C-Bearing/dp/B0B8Z283NZ/ref=zg_bs_g_430499031_d_sccl_89/522-1500010-1872250,2026-09-25T16:01:47.712395
cooler,90,B0FFGXPR87,"Lian Li UNI FAN SL-INF WIRELESS Reverse Blade 120mm White | Triple Pack PWM Case Fans With Controller, ARGB Lighting & Infini",,79.99,,4.6,66,,https://www.amazon.co.uk/Lian-Li-Controller-Interlocking-Operation/dp/B0FFGXPR87/ref=zg_bs_g_430499031_d_sccl_90/522-1500010-1872250,2026-09-25T16:01:47.712396
cooler,91,B0CYSNSSF8,"ARCTIC M2 Pro - Heatsink cooler for M.2 2280 SSD, with ARCTIC TP-3 thermal pads, compatible with PC & PS5, for dual and singl",,6.9,,4.5,1301,,https://www.amazon.co.uk/ARCTIC-M2-Pro-compatible-single-sided/dp/B0CYSNSSF8/ref=zg_bs_g_430499031_d_sccl_91/522-1500010-1872250,2026-09-25T16:01:47.712398
cooler,92,B0DGVW61KD,"Corsair iCUE LINK LX140-R RGB 140mm PWM Reverse Fan – Single Fan – Low-Noise, Magnetic Dome Bearing, Dual Light Loops, QuikTu",,22.83,,4.6,926,,https://www.amazon.co.uk/Corsair-iCUE-LX140-R-140mm-Reverse/dp/B0DGVW61KD/ref=zg_bs_g_430499031_d_sccl_92/522-1500010-1872250,2026-09-25T16:01:47.712399
cooler,93,B0FVXTP7P6,"ARCTIC P12 Pro PST LN - Low-Noise Premium Fan, 120 mm PWM Fan with Y-Cable Splitter, 450-2000 rpm, 0 rpm <5% PWM, Fluid Dynam",,8.39,,4.5,53,,https://www.amazon.co.uk/ARCTIC-P12-Pro-PST-Low-Noise/dp/B0FVXTP7P6/ref=zg_bs_g_430499031_d_sccl_93/522-1500010-1872250,2026-09-25T16:01:47.712400
cooler,94,B0D3H5TXPK,Corsair iCUE LINK LX120 RGB 120mm PWM Fan Single Pack – Dual Light Loops – Requires iCUE LINK System Hub (Sold Separately) Ai,,29.99,,4.7,1021,,https://www.amazon.co.uk/Corsair-iCUE-LX120-120mm-Single/dp/B0D3H5TXPK/ref=zg_bs_g_430499031_d_sccl_94/522-1500010-1872250,2026-09-25T16:01:47.712401
cooler,95,B0BFF1T9PD,"Corsair XTM70 Extreme Performance Thermal Paste, 3g for Intel & AMD Processors up to 250W+ TDP - Low viscosity, Easy Applicat",,14.99,,4.6,603,,https://www.amazon.co.uk/Corsair-Extreme-Performance-Thermal-Processors/dp/B0BFF1T9PD/ref=zg_bs_g_430499031_d_sccl_95/522-1500010-1872250,2026-09-25T16:01:47.712402
cooler,96,B0DF7CZ9D8,Corsair iCUE LINK TITAN 360 RX LCD Liquid CPU Cooler – 360mm AIO – Low-Noise – FlowDrive Cooling Engine – Intel LGA 1851/1700,fb8631c8df6b39c3,209.07,,4.5,1348,,https://www.amazon.co.uk/Corsair-iCUE-TITAN-Liquid-Cooler/dp/B0DF7CZ9D8/ref=zg_bs_g_430499031_d_sccl_96/522-1500010-1872250,2026-09-25T16:01:47.712404
cooler,97,B009NQM7V2,"Noctua NF-A9x14 PWM, High-Performance Quiet Fan 92mm | High Airflow Low Noise 14mm Slim Fan, for PC and Electronics Cooling,",,17.95,,4.8,3597,,https://www.amazon.co.uk/Noctua-NF-A9x14-Premium-Quiet-92x14mm/dp/B009NQM7V2/ref=zg_bs_g_430499031_d_sccl_97/522-1500010-1872250,2026-09-25T16:01:47.712405
cooler,98,B0FV3B5K8B,"be quiet! Pure Wings 3 120mm PWM Triple Pack, 3 Included PC Case Fans | High Top-End Speed Gaming Computer Air Fans, 4-Pin, L",,25.99,,4.7,631,,https://www.amazon.co.uk/quiet-Included-Top-End-Optimized-Designed/dp/B0FV3B5K8B/ref=zg_bs_g_430499031_d_sccl_98/522-1500010-1872250,2026-09-25T16:01:47.712406
cooler,99,B0CLCDGBN2,"Thermalright Phantom Spirit 120 EVO CPU Cooler,7×6mm Heat pipes CPU Air Cooler,Dual PWM Fan Computer Cooling,2150RPM Speed,fo",,42.0,,4.7,128,,https://www.amazon.co.uk/Thermalright-Phantom-Computer-Cooling-2150RPM/dp/B0CLCDGBN2/ref=zg_bs_g_430499031_d_sccl_99/522-1500010-1872250,2026-09-25T16:01:47.712407
cooler,100,B0FJ2TTTQ5,"CORSAIR COMMANDER DUO iCUE LINK RGB Lighting and PWM ARGB Fan Controller – Control 12 Daisy-Chained PWM Fans, Two Flexible Te",,29.95,,4.5,428,,https://www.amazon.co.uk/CORSAIR-COMMANDER-iCUE-Lighting-Controller/dp/B0FJ2TTTQ5/ref=zg_bs_g_430499031_d_sccl_100/522-1500010-1872250,2026-09-25T16:01:47.712408
cpu,1,B09VCHR1VH,"AMD Ryzensets 5 5600 processor ( 6 Cores/12 Threads, 65W TDP, AM4 Socket, up to 4.4 Ghz max boost, wraith stealth cooler)",,120.31,,4.7,8567,,https://www.amazon.co.uk/AMD-Ryzen-5600-Processor-12-thread/dp/B09VCHR1VH/ref=zg_bs_g_430515031_d_sccl_1/522-1500010-1872250,2026-09-25T15:59:21.844146
cpu,2,B0DKFMSMYK,"AMD RYZEN ™ 7 9800X 3D Desktop Processor (8-core/16-thread, 104MB cache, up to 5.2 GHz max boost)",45f34c6e0df05c43,363.0,,4.8,6151,,https://www.amazon.co.uk/AMD-TM-Desktop-Processor-16-thread/dp/B0DKFMSMYK/ref=zg_bs_g_430515031_d_sccl_2/522-1500010-1872250,2026-09-25T15:59:21.844150
cpu,3,B0BTZB7F88,"AMD Ryzensets 7 7800X3D Processor with 3D V Cache technology (integrated Radeon Graphics, 8 cores/16 threads, 120W TDP, AM5 S",f6b1c2b22900496e,299.0,,4.8,8054,,https://www.amazon.co.uk/AMD-7800X3D-Desk-top-Processor-16-thread/dp/B0BTZB7F88/ref=zg_bs_g_430515031_d_sccl_3/522-1500010-1872250,2026-09-25T15:59:21.844152
cpu,4,B0D6NN6TM7,"AMD Ryzensets 5 9600X Processor (radeon graphics included, 6 Cores/12 Threads, 65W TDP, Socket AM5, Cache 38MB, up to 5.4 GHz",b0fffabf7c90c1ea,156.86,,4.8,4027,,https://www.amazon.co.uk/AMD-Ryzensets-9600X-Processor-Frequency/dp/B0D6NN6TM7/ref=zg_bs_g_430515031_d_sccl_4/522-1500010-1872250,2026-09-25T15:59:21.844153
cpu,5,B0G8JMLXNQ,AMD RYZEN™ 7 9850X3D,16275be9d5dfb62e,382.99,,4.8,452,,https://www.amazon.co.uk/AMD-Ryzen-9850X3D-100-100001973WOF-RYZENTM/dp/B0G8JMLXNQ/ref=zg_bs_g_430515031_d_sccl_5/522-1500010-1872250,2026-09-25T15:59:21.844154
cpu,6,B0DVZSG8D5,"AMD Ryzen™ 9 9950X3D Processor With 3D V-Cache™ Technology, 16 Cores/32 Threads, 144MB Cache, 170W TDP, AM5 Socket, Up To 5.7",697b6ce5c65f97d7,527.0,,4.8,1864,,https://www.amazon.co.uk/AMD-Processor-3D-V-CacheTM-Technology/dp/B0DVZSG8D5/ref=zg_bs_g_430515031_d_sccl_6/522-1500010-1872250,2026-09-25T15:59:21.844155
cpu,7,B0CGJC178L,Intel® Core™ i7-14700KF Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.6 GHz,35550f3d35c95b4a,324.97,,4.6,854,,https://www.amazon.co.uk/Intel-CoreTM-i7-14700KF-Computer-Processor/dp/B0CGJC178L/ref=zg_bs_g_430515031_d_sccl_7/522-1500010-1872250,2026-09-25T15:59:21.844156
cpu,8,B0GMLJCBBM,"Intel Core Ultra 7 Processor 270K Plus, up to 5.5 GHz, LGA1851 Socket, PCIe 5.0, DDR5 Support, 125W TDP",3ad3380547f171c8,293.97,,4.8,281,,https://www.amazon.co.uk/Intel-Processor-270K-LGA1851-Support/dp/B0GMLJCBBM/ref=zg_bs_g_430515031_d_sccl_8/522-1500010-1872250,2026-09-25T15:59:21.844158
cpu,9,B0D6NNRBGP,"AMD Ryzensets 9 9950X Processor (integrated radeon graphics, 16 Cores/32 Threads, 170 W DTP, AM5 Socket, 80MB Cache, Up to 5.",bb4c41572659d76a,433.99,,4.7,1185,,https://www.amazon.co.uk/AMD-Ryzensets-9950X-Processor-integrated/dp/B0D6NNRBGP/ref=zg_bs_g_430515031_d_sccl_9/522-1500010-1872250,2026-09-25T15:59:21.844159
cpu,10,B08166SLDF,"AMD Ryzensets 5 5600X Processor (6 Cores/12Threads, 65W TDP, AM4 Socket, 35MB Cache, up to 4.6 GHz Max Boost, Wraith Stealth",3f9249eb57cbca95,142.98,,4.8,29716,,https://www.amazon.co.uk/AMD-Ryzen-5600X-Processor-Cache/dp/B08166SLDF/ref=zg_bs_g_430515031_d_sccl_10/522-1500010-1872250,2026-09-25T15:59:21.844160
cpu,11,B0CXF16317,Thermalright LGA 1700 CPU Contact Frame V2,,12.9,,4.8,315,,https://www.amazon.co.uk/Thermalright-LGA-1700-Contact-Frame/dp/B0CXF16317/ref=zg_bs_g_430515031_d_sccl_11/522-1500010-1872250,2026-09-25T15:59:21.844161
cpu,12,B0D6NMDNNX,"AMD Ryzensets 7 9700X Processor (8 Cores/16 Threads) 65W DTP, AM5 socket, 40MB Cache, Up to 5.5 GHz max boost frequency, no c",31acab48551f360d,259.99,,4.8,2670,,https://www.amazon.co.uk/AMD-Ryzensets-9700X-Processor-frequency/dp/B0D6NMDNNX/ref=zg_bs_g_430515031_d_sccl_12/522-1500010-1872250,2026-09-25T15:59:21.844162
cpu,13,B0CHBH63YX,Intel® Core™ i5-14600KF Desktop Processor 14 cores (6 P-cores + 8 E-cores) up to 5.3 GHz,be342a0571ecf5ab,212.97,,4.7,694,,https://www.amazon.co.uk/Intel%C2%AE-i5-14600KF-Desktop-Processor-P-cores/dp/B0CHBH63YX/ref=zg_bs_g_430515031_d_sccl_13/522-1500010-1872250,2026-09-25T15:59:21.844163
cpu,14,B0H41D4KFT,"AMD Ryzen 7 5800X3D Processeur 10TH ANNIVERSARY (8 Cores/16 Threads, Socket AM4, 105W TDP, 100 Mo Cache, up to 4.5 GHz Freque",47ef8d83abc12992,,,4.7,601,,https://www.amazon.co.uk/AMD-5800X3D-Processeur-ANNIVERSARY-Frequency/dp/B0H41D4KFT/ref=zg_bs_g_430515031_d_sccl_14/522-1500010-1872250,2026-09-25T15:59:21.844164
cpu,15,B09JZK3M6C,DELL OptiPlex 3060 SFF Desktop PC Intel i5 8500 16GB RAM 512GB SSD TPM 2.0 Windows 11 Pro (1D1G7) (Renewed),,176.99,,4.1,118,,https://www.amazon.co.uk/Dell-OptiPlex-Desktop-Windows-Renewed/dp/B09JZK3M6C/ref=zg_bs_g_430515031_d_sccl_15/522-1500010-1872250,2026-09-25T15:59:21.844165
cpu,16,B0DJLWFRCH,"AMD Ryzen 5 5600XT Processor, 6 Cores/12 Unbridled Threads, Zen Architecture 4, 35MB Cache, 65W TDP, Up to 4.7GHz Frequency B",a78c4c64d311226b,135.99,,4.7,360,,https://www.amazon.co.uk/AMD-Processor-Unbridled-Architecture-Frequency/dp/B0DJLWFRCH/ref=zg_bs_g_430515031_d_sccl_16/522-1500010-1872250,2026-09-25T15:59:21.844166
cpu,17,B0FQPCWY2C,AMD Ryzen 5 3400G Processor (Integrated Radeon™ RX Vega 11 Graphics. 4 cores / 8 threads. 65W TDP. AM4 socket. 6 MB L2+L3 cac,,65.03,,4.4,35,,https://www.amazon.co.uk/AMD-Processor-Integrated-RadeonTM-Graphics/dp/B0FQPCWY2C/ref=zg_bs_g_430515031_d_sccl_17/522-1500010-1872250,2026-09-25T15:59:21.844167
cpu,18,B09QCWYYDG,"HP ProDesk 400 G6 SFF PC - i5-8500 (6 Cores, 4.1Ghz), 16GB DDR4, 512GB SSD, Gbit LAN, Intel UHD Graphics 630, FREE Upgrade to",,161.34,,4.7,4,,https://www.amazon.co.uk/HP-ProDesk-400-G6-SFF/dp/B09QCWYYDG/ref=zg_bs_g_430515031_d_sccl_18/522-1500010-1872250,2026-09-25T15:59:21.844168
cpu,19,B0BZH5ZLM9,AMD Ryzen 5 5500 with Wraith Stealth Cooler 3.6 GHz 6 Core / 12 Thread 19MB 65W 100-100000457BOX,,85.47,,4.5,172,,https://www.amazon.co.uk/AMD-Ryzen-5500-Stealth-100-100000457BOX/dp/B0BZH5ZLM9/ref=zg_bs_g_430515031_d_sccl_19/522-1500010-1872250,2026-09-25T15:59:21.844169
cpu,20,B09MDH6B1P,Intel Core i5 12400 Processor,d0196b0629434a80,169.8,,4.7,1038,,https://www.amazon.co.uk/Intel-S1700-12400-GEN12-Black/dp/B09MDH6B1P/ref=zg_bs_g_430515031_d_sccl_20/522-1500010-1872250,2026-09-25T15:59:21.844170
cpu,21,B09FSWFRTQ,"Noctua NM-i17xx-MP83, Mounting Kit for Noctua Coolers on Intel LGA1851/1700 | For Coolers with 83mm Mounting Pitch, Supports",,7.95,,4.8,934,,https://www.amazon.co.uk/Noctua-NM-i17xx-MP83-Mounting-Coolers-Platform/dp/B09FSWFRTQ/ref=zg_bs_g_430515031_d_sccl_21/522-1500010-1872250,2026-09-25T15:59:21.844171
cpu,22,B0G5Y5FN3Q,"HAAMNING7 AMD Elite CPU Bracket for Corsair AM5/AM4 Kit, CPU Cooler Bracket Heatsink Holder for Corsair Elite, Elite Capellix",,16.99,,4.4,15,,https://www.amazon.co.uk/HAAMNING7-Bracket-Corsair-Heatsink-Capellix/dp/B0G5Y5FN3Q/ref=zg_bs_g_430515031_d_sccl_22/522-1500010-1872250,2026-09-25T15:59:21.844172
cpu,23,B0FT8X951Z,AMD Ryzen 5 7500X3D BOX,776b72dc29c54055,196.99,,4.6,107,,https://www.amazon.co.uk/AMD-Ryzen-5-7500X3D-BOX/dp/B0FT8X951Z/ref=zg_bs_g_430515031_d_sccl_23/522-1500010-1872250,2026-09-25T15:59:21.844173
cpu,24,B0CQKDJYNK,"Thermal Grizzly AM5 Contact Sealing Frame Ryzen 7000 CPU | Contact sealing frame, AMD AM5, Ryzen 7000, protects socket area,",,21.29,,4.8,1792,,https://www.amazon.co.uk/Thermal-Grizzly-Contact-Sealing-Frame/dp/B0CQKDJYNK/ref=zg_bs_g_430515031_d_sccl_24/522-1500010-1872250,2026-09-25T15:59:21.844174
cpu,25,B0CHBJXG7G,Intel 24 Core i9 14900KF Raptor Lake Refresh CPU/Processor,345a3dae1322fc2a,394.99,,4.3,564,,https://www.amazon.co.uk/Intel%C2%AE-i9-14900KF-Desktop-Processor-P-cores/dp/B0CHBJXG7G/ref=zg_bs_g_430515031_d_sccl_25/522-1500010-1872250,2026-09-25T15:59:21.844175
cpu,26,B0DTRYXZFJ,"Intel® Core™ Ultra 5 Desktop Processor 225, 10‑core (6P + 4E), up to 4.9 GHz",d55a8d4e13c6da37,,,4.6,49,,https://www.amazon.co.uk/Intel%C2%AE-CoreTM-Desktop-Processor-cores/dp/B0DTRYXZFJ/ref=zg_bs_g_430515031_d_sccl_26/522-1500010-1872250,2026-09-25T15:59:21.844176
cpu,27,B0D6NN87T8,"AMD Ryzensets 9 9900X Processor (radeon graphics integrated, 12 Cores/24 Threads, 120W DTP, AM5 Socket, 76MB Cache, Up to 5.6",1d73e495eed0ef4a,,,4.8,1702,,https://www.amazon.co.uk/AMD-Ryzensets-9900X-Processor-integrated/dp/B0D6NN87T8/ref=zg_bs_g_430515031_d_sccl_27/522-1500010-1872250,2026-09-25T15:59:21.844177
cpu,28,B07STGHZK8,"AMD Ryzensets 3 3200G processor (Radeon Vega 8 integrated GPU, 4 cores/4 threads, 65W TDP, AM4 socket, 6MB Cache, up to 4.0 G",812b89b292329d44,,,4.7,10073,,https://www.amazon.co.uk/AMD-Ryzen-3200G-Processor-Graphics/dp/B07STGHZK8/ref=zg_bs_g_430515031_d_sccl_28/522-1500010-1872250,2026-09-25T15:59:21.844178
cpu,29,B0DFK2P311,Intel® Core™ Ultra 5 Desktop Processor 245K 14 cores (6 P-cores + 8 E-cores) up to 5.2 GHz,e7f6b8316b3ba3be,175.97,,4.7,221,,https://www.amazon.co.uk/Ultra-Desktop-Processor-245K-P-cores/dp/B0DFK2P311/ref=zg_bs_g_430515031_d_sccl_29/522-1500010-1872250,2026-09-25T15:59:21.844179
cpu,30,B0DWGWN8GY,"AMD Ryzen™ 9 9900X 3D Processor, 12 Cores/24 Unlocked Threads, Zen 5 Architecture, 140 L2/L3 Cache, 120W TDP, Up to 5.5 GHz B",1d73e495eed0ef4a,430.0,,4.6,339,,https://www.amazon.co.uk/AMD-Processor-Unlocked-Architecture-Frequency/dp/B0DWGWN8GY/ref=zg_bs_g_430515031_d_sccl_30/522-1500010-1872250,2026-09-25T15:59:21.844180
cpu,31,B0G5Y8BSV8,"HAAMNING7 CPU Case Tray for AMD, Clamshell Plastic Protective Box Holder for 938 939 940 AM4 AM3 AM2 FM1 FM2 APU FX, Thicken",,8.69,,3.4,11,,https://www.amazon.co.uk/HAAMNING7-Clamshell-Plastic-Protective-Antistatic/dp/B0G5Y8BSV8/ref=zg_bs_g_430515031_d_sccl_31/522-1500010-1872250,2026-09-25T15:59:21.844181
cpu,32,B0BKZN94BZ,Thermalright CPU Contact Frame Anti-Bending Buckle for AM5 Secure Frame Kit Red,,12.9,,4.7,1079,,https://www.amazon.co.uk/Thermalright-Contact-Anti-Bending-Buckle-Secure/dp/B0BKZN94BZ/ref=zg_bs_g_430515031_d_sccl_32/522-1500010-1872250,2026-09-25T15:59:21.844183
cpu,33,B0D1V45DSL,Thermalright AM5 CPU Contact Frame V2 | Secure Frame Kit Anti-Bending Buckle Black,,,,4.7,372,,https://www.amazon.co.uk/Thermalright-Contact-Secure-Anti-Bending-Buckle/dp/B0D1V45DSL/ref=zg_bs_g_430515031_d_sccl_33/522-1500010-1872250,2026-09-25T15:59:21.844184
cpu,34,B0CQ4HPJYV,"AMD Ryzen 7 5700 Processor (8 Cores/16 Threads, 65W DTP, AM4 Socket, Cache 20MB, Up to 4.6 GHz Frequency Boost, Wraith Spire",79cfe94df3c71a79,163.73,,4.7,1130,,https://www.amazon.co.uk/AMD-Ryzen-5700-Processor-Architecture/dp/B0CQ4HPJYV/ref=zg_bs_g_430515031_d_sccl_34/522-1500010-1872250,2026-09-25T15:59:21.844185
cpu,35,B0B3TFXRX9,20PCS Computer CPU Case Tray Packaging Clamshell for Intel LGA1700 i3 i5 i7 i9 CPU Protector Cover (20pcs Shell fit LGA1700),,9.99,,3.6,9,,https://www.amazon.co.uk/Computer-Packaging-Clamshell-LGA1700-Protector/dp/B0B3TFXRX9/ref=zg_bs_g_430515031_d_sccl_35/522-1500010-1872250,2026-09-25T15:59:21.844186
cpu,36,B0CQ6MHLG3,Intel® Processor 300: 2 Cores (2 P-cores) Up to 3.9 GHz,64eda00f34b9a31b,118.0,,3.5,8,,https://www.amazon.co.uk/Intel%C2%AE-Processor-cores-P-cores-cores/dp/B0CQ6MHLG3/ref=zg_bs_g_430515031_d_sccl_36/522-1500010-1872250,2026-09-25T15:59:21.844187
cpu,37,B0CQ2ZLXB4,Intel Core i3-14100 processor 12 MB Smart Cache Box,8cac3c217f4ede6f,123.97,,4.7,100,,https://www.amazon.co.uk/Intel-S1700-Core-14100-BX8071514100/dp/B0CQ2ZLXB4/ref=zg_bs_g_430515031_d_sccl_37/522-1500010-1872250,2026-09-25T15:59:21.844188
cpu,38,B0C3T4MFMM,AMD Ryzen 7 5700X - 3.4 GHz - 8 Kerne - 16 Threads - 32 MB Cache-Speicher - Socket AM4 - OEM,,173.0,,4.4,580,,https://www.amazon.co.uk/AMD-Ryzen-5700X-processor-Bulk/dp/B0C3T4MFMM/ref=zg_bs_g_430515031_d_sccl_38/522-1500010-1872250,2026-09-25T15:59:21.844189
cpu,39,B0GTRTJSNZ,AMD Ryzen™ 9 9950X3D2 Dual Edition,53d4fb8a93f58766,775.0,,4.6,109,,https://www.amazon.co.uk/AMD-RyzenTM-9-9950X3D2-Dual/dp/B0GTRTJSNZ/ref=zg_bs_g_430515031_d_sccl_39/522-1500010-1872250,2026-09-25T15:59:21.844190
cpu,40,B0D2JD6P86,"AMD Ryzen 5 8400F processor (6 Core/12 threads, 65W TDP, AM5 Socket, 22MB Cache, up to 4.7GHz max boost frequency, with wrait",3338aa0a3985118c,118.78,,4.5,297,,https://www.amazon.co.uk/AMD-8400F-processor-threads-frequency/dp/B0D2JD6P86/ref=zg_bs_g_430515031_d_sccl_40/522-1500010-1872250,2026-09-25T15:59:21.844191
cpu,41,B09QG131DT,Intel CPU/Core i3-12100F 4.30GHZ LGA1700 Tray,e3ba412ca488872d,87.0,,4.3,47,,https://www.amazon.co.uk/Intel-Core-i3-12100F-4-30GHZ-LGA1700/dp/B09QG131DT/ref=zg_bs_g_430515031_d_sccl_41/522-1500010-1872250,2026-09-25T15:59:21.844193
cpu,42,B09MDGKQLY,Intel Core i3 12100F Processor,5e0742530459a0a2,88.92,,4.6,972,,https://www.amazon.co.uk/Intel-Core-12100F-Thread-LGA1700/dp/B09MDGKQLY/ref=zg_bs_g_430515031_d_sccl_42/522-1500010-1872250,2026-09-25T15:59:21.844194
cpu,43,B0FXZ8MPF6,AMD Ryzen 5 5500 6-Core 3.6GHz AM4 Socket Tray Processor,3273b71020aca6c0,93.99,,,,,https://www.amazon.co.uk/AMD-6-Core-3-6GHz-Socket-Processor/dp/B0FXZ8MPF6/ref=zg_bs_g_430515031_d_sccl_43/522-1500010-1872250,2026-09-25T15:59:21.844195
cpu,44,B07MGBZWDZ,Intel Core i9-9900KF 3.6 GHz Eight-Core LGA 1151 Processor,7c26e27232649f1c,264.0,,4.6,2417,,https://www.amazon.co.uk/Intel-Core-i9-9900KF-Eight-Core-Processor/dp/B07MGBZWDZ/ref=zg_bs_g_430515031_d_sccl_44/522-1500010-1872250,2026-09-25T15:59:21.844196
cpu,45,B07598HLB4,Intel BX80684I78700 8th Gen Core i7-8700 Processor,a2fb4839ac8b05f2,145.0,,4.6,1490,,https://www.amazon.co.uk/Intel-Core-i7-8700-Retail-Graphics/dp/B07598HLB4/ref=zg_bs_g_430515031_d_sccl_45/522-1500010-1872250,2026-09-25T15:59:21.844197
