category,list_name,asin,title,url,image_url,rank,cpk,rating,review_count,price,rrp,sales_velocity,captured_at
cooler,Fans & Cooling,B0DLWGG85P,"ARCTIC Liquid Freezer III Pro 360 - AIO CPU Cooler, 3 x 120 mm Water Cooling, 38 mm Radiator, PWM Pump, VRM Fan, AMD AM5/AM4,",https://www.amazon.co.uk/ARCTIC-Liquid-Freezer-III-Pro/dp/B0DLWGG85P/ref=zg_bs_g_430499031_d_sccl_10/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61NTew7Du+L._AC_UL600_SR600,400_.jpg",10,,4.3,2398,67.49,,,2026-09-25 11:38:26.332886
cooler,Fans & Cooling,B09VDPWH6T,"ARCTIC MX-6 (2 g) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very high thermal conducti",https://www.amazon.co.uk/ARCTIC-MX-6-conductivity-non-conductive-non-capacitive/dp/B09VDPWH6T/ref=zg_bs_g_430499031_d_sccl_11/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61vnK3PrH8L._AC_UL600_SR600,400_.jpg",11,,4.6,3375,4.89,,,2026-09-25 11:38:26.332887
cooler,Fans & Cooling,B0DWSN51B1,"TR-AssassinX120 SE ARGB WHITE CPU Air Cooler, 4 Heat Pipes, TL-C12CW-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD A",https://www.amazon.co.uk/TR-AssassinX120-SE-WHITE-TL-C12CW-S-Bearing/dp/B0DWSN51B1/ref=zg_bs_g_430499031_d_sccl_12/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71Pp4sKk6tL._AC_UL600_SR600,400_.jpg",12,,5.0,15,15.99,,,2026-09-25 11:38:26.332887
cooler,Fans & Cooling,B0DLWFCVSD,"ARCTIC Liquid Freezer III Pro 360 A-RGB - AIO CPU Cooler, 3 x 120 mm Water Cooling, 38 mm Radiator, PWM Pump, VRM Fan, AMD AM",https://www.amazon.co.uk/ARCTIC-Liquid-Freezer-III-RGB/dp/B0DLWFCVSD/ref=zg_bs_g_430499031_d_sccl_13/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61lSHQayebL._AC_UL600_SR600,400_.jpg",13,,4.5,1940,74.99,,,2026-09-25 11:38:26.332888
cooler,Fans & Cooling,B0795DP124,"ARCTIC MX-4 (incl. Spatula, 4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high",https://www.amazon.co.uk/ARCTIC-MX-4-Compound-Performance-Interface/dp/B0795DP124/ref=zg_bs_g_430499031_d_sccl_14/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/610tethTHOL._AC_UL600_SR600,400_.jpg",14,,4.7,70457,5.99,,,2026-09-25 11:38:26.332889
cooler,Fans & Cooling,B0BPCMWDCH,"Thermalright Frozen Notte 240 Black ARGB V2 Water Cooling CPU Cooler, 240 Black CPU Cooler Specifications, 2 PWM Fans, S-FDB",https://www.amazon.co.uk/Thermalright-Cooling-Specifications-Bearings-Suitable/dp/B0BPCMWDCH/ref=zg_bs_g_430499031_d_sccl_15/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61E6vTaCkJL._AC_UL600_SR600,400_.jpg",15,,4.2,261,45.9,,,2026-09-25 11:38:26.332889
cooler,Fans & Cooling,B087FY5CNT,ARCTIC Case Fan Hub - 10-fold PWM Fan Distributor with SATA Power - Black,https://www.amazon.co.uk/ARCTIC-Pro-Gen-Ultrawide-Adjustment/dp/B087FY5CNT/ref=zg_bs_g_430499031_d_sccl_16/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/41g45rTe3jL._AC_UL600_SR600,400_.jpg",16,,4.5,3164,7.84,,,2026-09-25 11:38:26.332890
cooler,Fans & Cooling,B0D49PNMBD,CORSAIR RS120 ARGB 120mm PWM Fans – Daisy-Chain Connection – Low-Noise – Magnetic Dome Bearing – Triple Pack – White,https://www.amazon.co.uk/Corsair-RS120-ARGB-120mm-Fans/dp/B0D49PNMBD/ref=zg_bs_g_430499031_d_sccl_17/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71fwLas-07L._AC_UL600_SR600,400_.jpg",17,,4.6,2768,26.22,,,2026-09-25 11:38:26.332891
cooler,Fans & Cooling,B0DB84CQW6,"Thermal Grizzly PhaseSheet PTM 50x40 mm Phase-Change Thermal Pad CPU GPU | Phase-change thermal pad, PTM, CPU, GPU, consoles,",https://www.amazon.co.uk/Thermal-Grizzly-PhaseSheet-Performance-Non-Conductive/dp/B0DB84CQW6/ref=zg_bs_g_430499031_d_sccl_18/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61Gc3girWqL._AC_UL600_SR600,400_.jpg",18,,4.4,1694,11.3,,,2026-09-25 11:38:26.332892
cooler,Fans & Cooling,B0DSTW6P8B,Thermal Grizzly Duronaut - 6 Gram - Enhanced Durability & High Performance Thermal Paste - for Maximum Thermal Conductivity W,https://www.amazon.co.uk/Thermal-Grizzly-Duronaut-Conductivity-Overclocking/dp/B0DSTW6P8B/ref=zg_bs_g_430499031_d_sccl_19/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/813qmj96qYL._AC_UL600_SR600,400_.jpg",19,,4.5,2493,14.44,,,2026-09-25 11:38:26.332892
cooler,Fans & Cooling,B0D942JKJW,"Thermalright Phantom Spirit 120 SE BLACK CPU Air Cooler,7 Heat pipes CPU Cooler,Dual 120mm PWM Fans, AGHP 4.0 Technology,for",https://www.amazon.co.uk/Thermalright-Phantom-Spirit-120-BLACK/dp/B0D942JKJW/ref=zg_bs_g_430499031_d_sccl_20/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/613FlbYrYxL._AC_UL600_SR600,400_.jpg",20,,4.6,152,33.9,,,2026-09-25 11:38:26.332893
cooler,Fans & Cooling,B08QS42H64,"ionz IZP8 Ultra High Performance Thermal compound, Heatsink Paste For All CPU/GPU Coolers - 2g",https://www.amazon.co.uk/ionz-Performance-Thermal-compound-Heatsink/dp/B08QS42H64/ref=zg_bs_g_430499031_d_sccl_21/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/51N6WS25rUL._AC_UL600_SR600,400_.jpg",21,,4.6,896,2.99,,,2026-09-25 11:38:26.332894
cooler,Fans & Cooling,B09VH14935,"ARCTIC Freezer 36 (Black)- Single-tower CPU cooler with push-pull, two pressure-optimised 120 mm P fans, fluid dynamic bearin",https://www.amazon.co.uk/ARCTIC-Single-tower-push-pull-pressure-optimised-heatpipes/dp/B09VH14935/ref=zg_bs_g_430499031_d_sccl_22/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/710Z5PcNlLL._AC_UL600_SR600,400_.jpg",22,,4.5,727,22.99,,,2026-09-25 11:38:26.332894
cooler,Fans & Cooling,B0C7C2HY6H,"Thermalright Assassin X 120R SE PLUS CPU Air Cooler, 4 Heat Pipes,148mm High, 120mm Double PWM Fans CPU Cooler, Heatsink Cool",https://www.amazon.co.uk/Thermalright-Assassin-Heatsink-LGA1700-LGA17XX/dp/B0C7C2HY6H/ref=zg_bs_g_430499031_d_sccl_23/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71KgFuCFUmL._AC_UL600_SR600,400_.jpg",23,,4.6,78,18.9,,,2026-09-25 11:38:26.332895
cooler,Fans & Cooling,B0CSJRTFX8,"VooGenzek 15 PCS Assorted Thickness 0.5/1/1.5 mm Silicone Thermal Pad with 6.0 W/mk Thermal Conductivity, Reusable Thermal Co",https://www.amazon.co.uk/VooGenzek-Assorted-Thickness-Conductivity-Conductive/dp/B0CSJRTFX8/ref=zg_bs_g_430499031_d_sccl_24/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61errJI16OL._AC_UL600_SR600,400_.jpg",24,,4.6,865,5.69,,,2026-09-25 11:38:26.332896
cooler,Fans & Cooling,B07BNDPKL5,SYY Thermal Paste 2g CPU Compound with Toolkit for CPU/GPU/All Coolers | Carbon Formula; Fast Heat Transfer; CPU/GPU Compatib,https://www.amazon.co.uk/SYY-Compound-Processor-Performance-Interface/dp/B07BNDPKL5/ref=zg_bs_g_430499031_d_sccl_25/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/5114EthElbL._AC_UL600_SR600,400_.jpg",25,,4.6,14980,4.55,,,2026-09-25 11:38:26.332897
cooler,Fans & Cooling,B011F7W3LU,"Thermal Grizzly Kryonaut (1g) – Thermal Paste for CPU, GPU and consoles – Non-Conductive Thermal Compound with High Thermal C",https://www.amazon.co.uk/Thermal-Grizzly-Kryonaut-thermal-grease/dp/B011F7W3LU/ref=zg_bs_g_430499031_d_sccl_26/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/51KN3x6y+fL._AC_UL600_SR600,400_.jpg",26,,4.7,62111,9.19,,,2026-09-25 11:38:26.332897
cooler,Fans & Cooling,B07NRG8KJK,MoneyQiu HY-510-25g Thermal Conductivity: >1.93W/m-k thermal heatsink paste grease Compound Carbon Based High Performance non,https://www.amazon.co.uk/HY-510-25g-Thermal-Paste-Heatsink-Conductivity-510-25g/dp/B07NRG8KJK/ref=zg_bs_g_430499031_d_sccl_27/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/511B+c+BN-L._AC_UL600_SR600,400_.jpg",27,,4.6,5374,5.99,,,2026-09-25 11:38:26.332898
cooler,Fans & Cooling,B0GY469KT3,"Thermalright AT7 Thermal Paste 4.5g, 12.9W/mK CPU Thermal Compound | Smooth Easy-to-Spread, Non-Conductive, for CPU Cooler In",https://www.amazon.co.uk/Thermalright-Thermal-Paste-12-9W-Compound/dp/B0GY469KT3/ref=zg_bs_g_430499031_d_sccl_28/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/719z+3vhPiL._AC_UL600_SR600,400_.jpg",28,,4.9,12,4.99,,,2026-09-25 11:38:26.332899
cooler,Fans & Cooling,B09MHT9ZQR,"JLJ Thermal Paste 3g Carbon Based Compound for CPU, GPU, IC and Heatsinks | Carbon Thermal Compound; Broad Compatibility; Eas",https://www.amazon.co.uk/JLJ-Compound-Processor-Performance-Interface/dp/B09MHT9ZQR/ref=zg_bs_g_430499031_d_sccl_29/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/51U-5xN-LUL._AC_UL600_SR600,400_.jpg",29,,4.6,4139,4.22,,,2026-09-25 11:38:26.332899
cooler,Fans & Cooling,B09VDKSMQL,"ARCTIC MX-6 (4 g, incl. 6 MX Cleaner) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very h",https://www.amazon.co.uk/ARCTIC-MX-6-incl-Cleaner-Performance/dp/B09VDKSMQL/ref=zg_bs_g_430499031_d_sccl_30/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/719PyUTU8IL._AC_UL600_SR600,400_.jpg",30,,4.7,11412,11.79,,,2026-09-25 11:38:26.332900
cooler,Fans & Cooling,B09XJVBPQ1,"Aairhut Thermal Pads 13W/mK, 85 x 45 x 1mm Silicone Cooling Heatsink Thermal Pad GPU Non Conductive Heat Resistance with Dual",https://www.amazon.co.uk/Aairhut-Silicone-Conductive-Resistance-Self-Adhesive/dp/B09XJVBPQ1/ref=zg_bs_g_430499031_d_sccl_31/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71VHgOG4lWL._AC_UL300_SR300,200_.jpg",31,,4.4,1272,6.99,,,2026-09-25 11:38:26.332901
cooler,Fans & Cooling,B09V52NPBS,"ARCTIC TP-3: Premium Performance Thermal Pad, 100 x 100 x 1.5 mm, (stackable to 2.0 mm without performance loss), 1 Piece - H",https://www.amazon.co.uk/ARCTIC-TP-3-Performance-conduction-installation/dp/B09V52NPBS/ref=zg_bs_g_430499031_d_sccl_32/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/41827xoDNgL._AC_UL300_SR300,200_.jpg",32,,4.7,2700,8.99,,,2026-09-25 11:38:26.332901
cooler,Fans & Cooling,B0DWZ2JPTF,"be quiet! Pure Rock 3 Black Air Cooler, 4 High-Performance 6mm Heatpipes | With HDT Technology, Pure Wings 3 120mm PWM Fan, H",https://www.amazon.co.uk/quiet-High-Performance-Heatpipes-Technology-All-Black/dp/B0DWZ2JPTF/ref=zg_bs_g_430499031_d_sccl_33/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61+p4QM0eqL._AC_UL300_SR300,200_.jpg",33,,4.6,464,27.99,,,2026-09-25 11:38:26.332902
cooler,Fans & Cooling,B0DJZHXGQ7,"Thermalright FW 360 Ultra ARGB White AIO CPU Liquid Cooler,IPS LCD Screen with 480x480 Resolution,for AM4/AM5/Intel LGA1851/1",https://www.amazon.co.uk/Thermalright-Ultra-ARGB-White-inchMagnet-Absorbent/dp/B0DJZHXGQ7/ref=zg_bs_g_430499031_d_sccl_34/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61-xXNOWDZL._AC_UL300_SR300,200_.jpg",34,,4.9,10,77.9,,,2026-09-25 11:38:26.332903
cooler,Fans & Cooling,B07HC7P3HJ,"ARCTIC P12 (5 Pack) - PC Fan, 120mm Fan, PC Case Fan, Pressure-optimised, quiet motor, Computer, Fan Speed: 1800 rpm - Black",https://www.amazon.co.uk/Arctic-P12-Value-Pack-Pressure-optimised/dp/B07HC7P3HJ/ref=zg_bs_g_430499031_d_sccl_35/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61i9iqYEEbL._AC_UL300_SR300,200_.jpg",35,,4.6,3317,21.49,,,2026-09-25 11:38:26.332904
cooler,Fans & Cooling,B0CCRYJ2TK,"Thermalright AQUA ELITE 240 V3 Liquid CPU Cooler, Double PWM ARGB Fans with S-FDB Bearings,Efficient PWM Controlled Pump,for",https://www.amazon.co.uk/Thermalright-Bearings-Efficient-Controlled-LGA1150/dp/B0CCRYJ2TK/ref=zg_bs_g_430499031_d_sccl_36/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61YrR1-I+TL._AC_UL300_SR300,200_.jpg",36,,4.6,77,,,,2026-09-25 11:38:26.332904
cooler,Fans & Cooling,B0DWSP4VKS,"TR-Phantom Spirit 120 SE ARGB CPU Cooler,7×6mm Heat pipes CPU Air Cooler,Dual PWM Fan Computer Cooling,1500RPM Speed,For AMD",https://www.amazon.co.uk/TR-Phantom-ARGB-Computer-Cooling-1500RPM/dp/B0DWSP4VKS/ref=zg_bs_g_430499031_d_sccl_37/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71ujGDwM-xL._AC_UL300_SR300,200_.jpg",37,c3ff4905fe4300df,4.5,23,31.59,,,2026-09-25 11:38:26.332905
cooler,Fans & Cooling,B097999ZCY,"MSI MAG COREFROZR AA13 WHITE CPU Air Cooler - Direct Touch Four 6mm copper heatpipes, ARGB, CycloBlade 7, Pre-Applied Thermal",https://www.amazon.co.uk/MSI-COREFROZR-AA13-WHITE-Cooler/dp/B097999ZCY/ref=zg_bs_g_430499031_d_sccl_38/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71AUsI23W3L._AC_UL300_SR300,200_.jpg",38,,4.6,54,20.99,,,2026-09-25 11:38:26.332906
cooler,Fans & Cooling,B08YRSZPH8,"be quiet! MC1 M.2 SSD Cooler, Efficient Cooling for M.2 2280 SSDs, Supports Single- and Double-Sided Modules, PlayStation 5 C",https://www.amazon.co.uk/quiet-efficient-double-sided-PlayStation-compatible/dp/B08YRSZPH8/ref=zg_bs_g_430499031_d_sccl_39/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61tKtM2EWIL._AC_UL300_SR300,200_.jpg",39,,4.8,2408,9.99,,,2026-09-25 11:38:26.332906
cooler,Fans & Cooling,B0CCP1T3W7,"Thermalright AQUA ELITE 240 V3 Liquid CPU Cooler, 240 Cooling Row Size, 2 x 120mm PWM Fans, S-FDB Bearings,for AMD/AM4/AM5, I",https://www.amazon.co.uk/Thermalright-Cooling-Bearings-LGA1150-Desktop/dp/B0CCP1T3W7/ref=zg_bs_g_430499031_d_sccl_40/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/611EbTikbpL._AC_UL300_SR300,200_.jpg",40,,4.5,234,35.9,,,2026-09-25 11:38:26.332907
cooler,Fans & Cooling,B09LGY38L4,"Thermalright Peerless Assassin 120 SE CPU Air Cooler, Dual Tower 6 Heat Pipe, Dual 120mm TL-C12C PWM CPU Fan, for AMD AM4/AM5",https://www.amazon.co.uk/Thermalright-Peerless-SE-Aluminium-Technology/dp/B09LGY38L4/ref=zg_bs_g_430499031_d_sccl_41/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71j6VKsz-fL._AC_UL300_SR300,200_.jpg",41,,4.7,3141,29.99,,,2026-09-25 11:38:26.332908
cooler,Fans & Cooling,B0D6BFBLTK,"Corsair iCUE LINK TITAN 360 RX RGB Liquid CPU Cooler – 360mm AIO – 3x RX120 RGB Fans Included – Fits Intel LGA 1851/1700, AMD",https://www.amazon.co.uk/Corsair-iCUE-TITAN-Liquid-Cooler/dp/B0D6BFBLTK/ref=zg_bs_g_430499031_d_sccl_42/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71ppn7ur0oL._AC_UL300_SR300,200_.jpg",42,,4.6,1495,139.99,,,2026-09-25 11:38:26.332910
cooler,Fans & Cooling,B0C64WLQSK,Corsair iCUE LINK QX120 RGB 120mm Magnetic Dome RGB Fans - Triple Fan Starter Kit with iCUE LINK System Hub - Black,https://www.amazon.co.uk/CORSAIR-iCUE-QX120-120mm-Magnetic/dp/B0C64WLQSK/ref=zg_bs_g_430499031_d_sccl_43/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61LjVKMD2bL._AC_UL300_SR300,200_.jpg",43,,4.6,2314,64.99,,,2026-09-25 11:38:26.332911
cooler,Fans & Cooling,B0F3DHTPKJ,Thermal Grizzly - Duronaut - 2 Gram - Enhanced Durability & High Performance Thermal Paste - for Maximum Conductivity While O,https://www.amazon.co.uk/Thermal-Grizzly-Performance-Conductivity-Overclocking/dp/B0F3DHTPKJ/ref=zg_bs_g_430499031_d_sccl_44/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71dDiMMVzTL._AC_UL300_SR300,200_.jpg",44,,4.6,200,10.99,,,2026-09-25 11:38:26.332913
cooler,Fans & Cooling,B07S8VK1NL,"One enjoy Liquid Metal Thermal Paste, 79 W/mK High Performance, Silver King Heatsink Paste, CPU for All Coolers, 1 Grams with",https://www.amazon.co.uk/One-enjoy-Performance-Heatsink-Cleanser/dp/B07S8VK1NL/ref=zg_bs_g_430499031_d_sccl_45/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/513fI85D9IL._AC_UL300_SR300,200_.jpg",45,,4.4,1260,14.99,,,2026-09-25 11:38:26.332914
cooler,Fans & Cooling,B09V52D1N1,"ARCTIC TP-3: Premium Performance Thermal Pad, 120 x 20 x 1.0 mm, (stackable to 2.0 mm without performance loss), 4 Pieces - H",https://www.amazon.co.uk/ARCTIC-TP-3-Performance-conduction-installation/dp/B09V52D1N1/ref=zg_bs_g_430499031_d_sccl_46/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/41mscgXo4WL._AC_UL300_SR300,200_.jpg",46,,4.7,2426,10.5,,,2026-09-25 11:38:26.332915
cooler,Fans & Cooling,B0DJDCHG3C,"ARCTIC P12 Pro A-RGB - Powerful Premium Fan, 120 mm PWM Fan with Y-Cable Splitter, 600-3000 rpm, 0 rpm <5% PWM, 5V Digital RG",https://www.amazon.co.uk/ARCTIC-P12-Pro-RGB-Powerful/dp/B0DJDCHG3C/ref=zg_bs_g_430499031_d_sccl_1/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61rSMJh2FdL._AC_UL600_SR600,400_.jpg",51,,4.6,658,11.49,,,2026-09-25 11:38:26.332916
cooler,Fans & Cooling,B09VDL3CW6,"ARCTIC MX-6 (4 g) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very high thermal conducti",https://www.amazon.co.uk/Arctic-MX-6-conductivity-non-conductive-non-capacitive/dp/B09VDL3CW6/ref=zg_bs_g_430499031_d_sccl_2/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/6186Er1QElL._AC_UL600_SR600,400_.jpg",52,,4.6,16858,6.49,,,2026-09-25 11:38:26.332917
cooler,Fans & Cooling,B076YZMQR5,"GLOTRENDS M.2 Heatsink Kits with Thermal Pad for 2280 M.2 SSD, Fit for Desktop PC/PS5/PS5 Slim Installation, 22x70x3mm Alumin",https://www.amazon.co.uk/GLOTRENDS-Heatsink-installation-including-Thermal/dp/B076YZMQR5/ref=zg_bs_g_430499031_d_sccl_3/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61-ANLVDGaL._AC_UL600_SR600,400_.jpg",53,,4.5,6915,4.27,,,2026-09-25 11:38:26.332918
cooler,Fans & Cooling,B079DQS77Q,"SYY Thermal Paste, 8g Upgrade Easy to Apply Thermal Compound Cpu Heatsink Paste for IC/Processor/CPU/All Coolers, Carbon Base",https://www.amazon.co.uk/SYY-Compound-Processor-Performance-Interface/dp/B079DQS77Q/ref=zg_bs_g_430499031_d_sccl_4/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61zPb7bpEVL._AC_UL600_SR600,400_.jpg",54,,4.7,4268,5.88,,,2026-09-25 11:38:26.332919
cooler,Fans & Cooling,B0B4G8QKZP,"Thermalright Peerless Assassin 120 SE CPU Air Cooler,PA120 SE,6 Heat Pipes Cpu cooler,Dual 120mm TL-C12C PWM Fan,Aluminium He",https://www.amazon.co.uk/Thermalright-Peerless-Assassin-Aluminium-Technology/dp/B0B4G8QKZP/ref=zg_bs_g_430499031_d_sccl_5/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71sEMx7F+TL._AC_UL600_SR600,400_.jpg",55,,4.8,416,29.9,,,2026-09-25 11:38:26.332920
cooler,Fans & Cooling,B0FZVBL8HK,"ARCTIC TP-4: Premium Performance Thermal Pad, 120 x 20 x 1.5 mm (4 Pack) | Stackable to 2.0 mm Without Performance Loss, High",https://www.amazon.co.uk/ARCTIC-TP-4-Thermal-Pad-Performance/dp/B0FZVBL8HK/ref=zg_bs_g_430499031_d_sccl_6/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/51HJPRTJybL._AC_UL600_SR600,400_.jpg",56,,4.9,60,11.99,,,2026-09-25 11:38:26.332921
cooler,Fans & Cooling,B071J8CZP9,"Noctua NF-A4x20 FLX, High-Performance Quiet Fan 40mm | High Airflow, Low Noise, 20mm Thick, for PC and Electronics Cooling, 3",https://www.amazon.co.uk/Noctua-NF-A4x20-FLX-Premium-40x20mm/dp/B071J8CZP9/ref=zg_bs_g_430499031_d_sccl_7/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71lyRpVR4OL._AC_UL600_SR600,400_.jpg",57,,4.8,2619,12.79,,,2026-09-25 11:38:26.332922
cooler,Fans & Cooling,B0C1XD5RGK,Thermal Grizzly - Conductonaut extreme - 1 Gram - Ultra High Performance Liquid Metal Compound Thermal Paste - For Maximum Th,https://www.amazon.co.uk/Thermal-Grizzly-Conductonaut-EXTREME-Liquid-silver/dp/B0C1XD5RGK/ref=zg_bs_g_430499031_d_sccl_8/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/81L0o3EKLqL._AC_UL600_SR600,400_.jpg",58,,4.7,476,16.94,,,2026-09-25 11:38:26.332923
cooler,Fans & Cooling,B0DQD79C21,"Thermal Grizzly TG Putty Pro 30 g Thermal Putty VRAM VRM PCB | Thermal putty, high-end thermal conductivity, pad replacement,",https://www.amazon.co.uk/Thermal-Grizzly-Putty-High-Performance-Non-Conductive/dp/B0DQD79C21/ref=zg_bs_g_430499031_d_sccl_9/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71q6ICuVo8L._AC_UL600_SR600,400_.jpg",59,,4.6,291,39.46,,,2026-09-25 11:38:26.332924
cooler,Fans & Cooling,B00NEMG62M,"Noctua NF-A8 PWM, High-Performance Quiet Fan 80mm | High Airflow, Low Noise, 25mm Thick Fan, for PC and Electronics Cooling,",https://www.amazon.co.uk/Noctua-NF-A8-PWM-Premium-Quiet/dp/B00NEMG62M/ref=zg_bs_g_430499031_d_sccl_10/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/81v+SOcSt2L._AC_UL600_SR600,400_.jpg",60,,4.8,371,16.95,,,2026-09-25 11:38:26.332925
cooler,Fans & Cooling,B0F48FLCRX,Thermal Grizzly Kryonaut - 1 Gram - Extremely High Performance Thermal Paste + 12 Cleaning Wipes 6 Wet & 6 Dry - for Demandin,https://www.amazon.co.uk/Thermal-Grizzly-Kryonaut-Applications-Overclocking/dp/B0F48FLCRX/ref=zg_bs_g_430499031_d_sccl_11/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/817algK+5hL._AC_UL600_SR600,400_.jpg",61,,4.6,670,9.99,,,2026-09-25 11:38:26.332926
cooler,Fans & Cooling,B07WWKF96F,"ARCTIC P8 PWM PST - PC Fan, 80mm Fan, PC Case Fan, PWM Sharing Technology (PST), Pressure-Optimised, Quite motor, Computer, F",https://www.amazon.co.uk/ARCTIC-P8-PWM-PST-Pressure-optimised/dp/B07WWKF96F/ref=zg_bs_g_430499031_d_sccl_12/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/512t5vEw-fL._AC_UL600_SR600,400_.jpg",62,,4.4,363,7.31,,,2026-09-25 11:38:26.332927
cooler,Fans & Cooling,B07MFMFL7R,AMD Wraith Stealth Socket AM4 4-Pin Connector CPU Cooler with Aluminum Heatsink & 3.93-Inch Fan (Slim),https://www.amazon.co.uk/Stealth-Connector-Aluminum-Heatsink-3-93-Inch/dp/B07MFMFL7R/ref=zg_bs_g_430499031_d_sccl_13/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/61MXXjImGQL._AC_UL600_SR600,400_.jpg",63,,4.5,2015,9.99,,,2026-09-25 11:38:26.332928
cooler,Fans & Cooling,B0C4JKVSZ7,"Thermalright Phantom Spirit 120 CPU Cooler,7×6mm Heat pipes CPU Air Cooler,Dual PWM Fans Computer Cooling,1500RPM Speed,for A",https://www.amazon.co.uk/Thermalright-Phantom-Computer-Cooling-1500RPM/dp/B0C4JKVSZ7/ref=zg_bs_g_430499031_d_sccl_14/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71dEBPYOzcL._AC_UL600_SR600,400_.jpg",64,,4.8,69,31.9,,,2026-09-25 11:38:26.332929
cooler,Fans & Cooling,B0DPX4T9TK,"ARCTIC P14 Pro PST - Powerful Premium Fan, 140 mm PWM Fan with Y-Cable Splitter, 400-2500 rpm, 0 rpm <5% PWM, Fluid Dynamic B",https://www.amazon.co.uk/ARCTIC-P14-Pro-PST-Powerful/dp/B0DPX4T9TK/ref=zg_bs_g_430499031_d_sccl_15/524-3698123-6031407,"https://images-eu.ssl-images-amazon.com/images/I/71mea1vWCrL._AC_UL600_SR600,400_.jpg",65,,4.2,440,8.99,,,2026-09-25 11:38:26.332930
